trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
275,False,"{'a': 0.6, 'e': 0.06392786120670758}",25,10,23.395856697331332,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.6, 'e': 0.06329176835964072}",35,25,18.14963704176132,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.6, 'e': 0.06266200474215317}",30,20,20.899816809374194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.6, 'e': 0.062038507377358304}",30,18,24.2939612954698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.6, 'e': 0.061421213915000133}",20,0,31.0051439199148,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.6, 'e': 0.06081006262521796}",25,0,32.88132455540186,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.6, 'e': 0.06020499239237355}",30,8,36.57648874236871,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.6, 'e': 0.059605942708939375}",20,1,32.899327144735,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.6, 'e': 0.05901285366944785}",25,4,35.29258401760484,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.6, 'e': 0.058425665964500835}",20,10,19.723430119983824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.6, 'e': 0.05784432087483846}",25,0,39.42166587635639,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.6, 'e': 0.057268760265467365}",20,6,26.939267110326078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.6, 'e': 0.05669892657984692}",20,8,20.61369545844889,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.6, 'e': 0.05613476283413374}",30,20,20.81777656438148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.6, 'e': 0.05557621261148307}",20,16,7.699907679699348,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.6, 'e': 0.055023220056407245}",25,20,9.871224162208359,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.6, 'e': 0.054475729869189866}",30,18,23.73648714729582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.6, 'e': 0.053933687300356026}",25,13,20.142820986014332,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.6, 'e': 0.05339703814519709}",25,9,28.726344253593076,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.6, 'e': 0.052865728738350375}",20,0,30.73590241597107,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.6, 'e': 0.052339705948432395}",25,16,14.484750954348058,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.6, 'e': 0.05181891717272584}",25,15,18.969437580451984,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.6, 'e': 0.05130331033191912}",30,10,38.49470726142018,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.6, 'e': 0.05079283386489851}",30,0,40.447689692699086,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.6, 'e': 0.05028743672359187}",25,13,18.77966674794502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.6, 'e': 0.04978706836786395}",20,12,13.248824177859312,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.6, 'e': 0.04929167876046216}",25,18,14.544164021776107,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.6, 'e': 0.04880121836201297}",25,8,28.708029315527448,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.6, 'e': 0.048315638126067775}",35,0,47.86511523854237,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
304,False,"{'a': 0.6, 'e': 0.047834889494198375}",20,3,31.1578315311878,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.6, 'e': 0.047358924391140915}",25,0,36.20997935246994,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.6, 'e': 0.04688769521998849}",25,0,34.197942066458296,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
307,False,"{'a': 0.6, 'e': 0.04642115485743126}",35,13,38.403390960066204,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.6, 'e': 0.04595925664904421}",30,12,35.56120837792293,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.6, 'e': 0.04550195440462158}",25,11,24.249406556049134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.6, 'e': 0.04504920239355781}",35,12,35.07412030698112,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.6, 'e': 0.04460095534027454}",30,0,47.7437832665436,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.6, 'e': 0.04415716841969287}",30,10,36.71526307676379,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.6, 'e': 0.04371779725275095}",20,0,25.48365379725924,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.6, 'e': 0.0432827979019659}",25,11,22.180132424206477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.6, 'e': 0.042852126867040194}",25,17,16.824220804242717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.6, 'e': 0.04242574108051139}",20,9,20.822048747276607,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.6, 'e': 0.04200359790344556}",20,13,14.030541172148082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.6, 'e': 0.04158565512117317}",25,17,16.89029452261091,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.6, 'e': 0.041171870939067746}",20,0,26.094638744304174,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.6, 'e': 0.04076220397836622}",30,22,14.992019302240468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.6, 'e': 0.040356613272031154}",20,0,34.95992440874607,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.6, 'e': 0.0399550582606539}",25,20,9.311573498271027,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.6, 'e': 0.03955749878839873}",25,11,21.017911942301538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.6, 'e': 0.03916389509898707}",20,14,13.289824938637452,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.6, 'e': 0.038774207831722016}",20,15,10.447346770462024,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.6, 'e': 0.03838839801755206}",25,11,29.057049368940337,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.6, 'e': 0.03800642707517432}",30,15,28.72808000450391,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.6, 'e': 0.03762825680717621}",20,7,24.788254474944505,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.6, 'e': 0.037253849396215816}",30,0,6.02409188531146,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
330,False,"{'a': 0.6, 'e': 0.03688316740124}",20,2,29.094839715399086,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.6, 'e': 0.03651617375374041}",20,5,24.587588730919084,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.6, 'e': 0.03615283175404641}",20,12,12.477992672381719,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.6, 'e': 0.035793105067655304}",35,21,23.85957471517647,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.6, 'e': 0.03543695772159865}",30,22,14.121873985435393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.6, 'e': 0.03508435410084503}",20,4,27.591486103978188,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.6, 'e': 0.03473525894473857}",25,7,31.325260447979158,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.6, 'e': 0.034389637343472716}",20,0,34.807118284379456,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
338,False,"{'a': 0.6, 'e': 0.03404745473459935}",20,14,9.120030709090313,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.6, 'e': 0.0337086768995724}",25,1,38.66085335439853,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.6, 'e': 0.03337326996032609}",25,0,30.96774284161041,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.6, 'e': 0.03304120037588694}",35,15,33.11743215296773,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.6, 'e': 0.03271243493901982}",20,11,17.277584190171225,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.6, 'e': 0.03238694077290704}",20,9,22.080211401485393,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.6, 'e': 0.032064685327860776}",20,3,30.843740141155116,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.6, 'e': 0.031745636378067946}",20,6,20.827732746895748,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.6, 'e': 0.03142976201836772}",25,12,21.752860519476044,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.6, 'e': 0.031117030661060866}",20,6,21.822023014894008,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.6, 'e': 0.030807411032751083}",25,4,29.76436160574124,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.6, 'e': 0.030500872171217486}",35,10,43.68291944552294,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.6, 'e': 0.030197383422318508}",20,0,31.921453902177706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.6, 'e': 0.029896914436926315}",30,2,50.256198216803206,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.6, 'e': 0.029599435167892006}",25,13,18.979385206515765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.6, 'e': 0.029304915867040753}",20,0,29.318321272544694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.6, 'e': 0.02901332708219706}",30,12,27.08997026576645,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.6, 'e': 0.028724639654239426}",30,16,28.13158436239535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.6, 'e': 0.02843882471418451}",25,4,34.60305873209761,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.6, 'e': 0.0281558536803001}",20,12,14.401895442603433,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.6, 'e': 0.027875698255247022}",25,7,32.47988709240652,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.6, 'e': 0.027598330423249294}",20,0,29.704070659927776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.6, 'e': 0.027323722447292562}",35,11,41.06514629223735,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.6, 'e': 0.02705184686635042}",25,0,32.692430417762196,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.6, 'e': 0.02678267649263818}",20,11,15.721903200624402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.6, 'e': 0.026516184408894188}",25,1,37.390715761404074,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.6, 'e': 0.026252343965687965}",20,3,30.243463889467165,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.6, 'e': 0.02599112877875535}",25,20,11.893814396572326,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.6, 'e': 0.025732512726359947}",30,6,37.604076264963055,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.6, 'e': 0.025476469946681023}",20,8,22.28312260585672,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.6, 'e': 0.025222974835227216}",30,3,43.95203402768011,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.6, 'e': 0.02497200204227616}",20,16,10.01789601915852,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.6, 'e': 0.02472352647033939}",20,4,26.915374480719265,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.6, 'e': 0.024477523271652677}",20,8,20.85578798011721,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.6, 'e': 0.024233967845691116}",30,18,26.371087500974507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.6, 'e': 0.02399283583670918}",20,0,29.68702516132958,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.6, 'e': 0.023754103131305}",25,10,31.222763155731787,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.6, 'e': 0.023517745856009114}",30,17,22.645319000383996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.6, 'e': 0.023283740374897003}",20,10,18.800828337231177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.6, 'e': 0.023052063287225574}",20,10,16.820076593119257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.6, 'e': 0.022822691425092974}",25,1,33.31428786287579,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.6, 'e': 0.022595601851121867}",25,11,25.672449189569768,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.6, 'e': 0.022370771856165594}",25,0,35.40579045838314,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
381,False,"{'a': 0.6, 'e': 0.02214817895703732}",25,0,39.053455140997,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
382,False,"{'a': 0.6, 'e': 0.021927800894261613}",25,0,34.45734334300227,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
383,False,"{'a': 0.6, 'e': 0.021709615629848574}",20,0,30.345444657260472,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
384,False,"{'a': 0.6, 'e': 0.021493601345089926}",25,14,22.167969747326957,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.6, 'e': 0.021279736438377172}",20,12,14.09690723654956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.6, 'e': 0.021067999523041437}",20,3,24.643258209940697,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.6, 'e': 0.020858369425214723}",20,6,25.03851256969476,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.6, 'e': 0.02065082518171257}",20,14,10.320198855305577,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.6, 'e': 0.02044534603793766}",25,11,24.305944449132184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.6, 'e': 0.020241911445804395}",20,0,30.795466485934334,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
391,False,"{'a': 0.6, 'e': 0.020040501061684018}",30,8,34.206806009120434,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.6, 'e': 0.01984109474437029}",20,9,20.16741592596219,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.6, 'e': 0.019643672553065296}",20,9,17.543916663479497,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.6, 'e': 0.019448214745385394}",30,16,25.675744620879254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.6, 'e': 0.019254701775386924}",30,7,38.40550950618367,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.6, 'e': 0.01906311429161164}",20,14,11.204312254457214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.6, 'e': 0.01887343313515149}",25,0,36.035490342885,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
398,False,"{'a': 0.6, 'e': 0.018685639337732776}",20,0,31.75624841898543,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.6, 'e': 0.018499714119819245}",20,13,12.155246061685187,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.6, 'e': 0.018315638888734186}",20,0,31.690144151593316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
401,False,"{'a': 0.6, 'e': 0.01813339523680108}",20,8,22.07018158951126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.6, 'e': 0.017952964939502852}",30,12,33.84435865844956,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.6, 'e': 0.017774329953659445}",20,8,24.137572072592274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.6, 'e': 0.017597472415623396}",30,12,32.871649205559805,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.6, 'e': 0.017422374639493518}",20,0,27.616916252590876,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
406,False,"{'a': 0.6, 'e': 0.017249019115346268}",25,0,36.47541164966035,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
407,False,"{'a': 0.6, 'e': 0.0170773885074848}",20,7,27.465182538228653,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.6, 'e': 0.016907465652705282}",20,14,10.892196084856973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.6, 'e': 0.016739233558580636}",25,13,21.810312282167033,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.6, 'e': 0.016572675401761258}",20,0,23.22957828576136,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.6, 'e': 0.01640777452629265}",20,0,35.828473352631,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
412,False,"{'a': 0.6, 'e': 0.016244514441949874}",25,2,33.77027903775203,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.6, 'e': 0.016082878822588437}",20,13,9.60286309668351,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.6, 'e': 0.0159228515045117}",25,0,36.506392744621145,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
415,False,"{'a': 0.6, 'e': 0.01576441648485449}",25,3,38.07204131174014,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.6, 'e': 0.015607557919982834}",25,12,20.35018425816952,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.6, 'e': 0.015452260123909519}",20,3,30.247775000865705,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.6, 'e': 0.015298507566725522}",25,11,20.968225771997325,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.6, 'e': 0.015146284873046981}",30,16,26.051332741047965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.6, 'e': 0.014995576820477707}",20,14,9.585532499214281,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.6, 'e': 0.014846368338086835}",25,7,31.721222694690464,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.6, 'e': 0.014698644504901787}",20,10,19.527673415788534,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.6, 'e': 0.014552390548416127}",20,11,16.398230537340122,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.6, 'e': 0.014407591843112353}",25,8,30.910865450233104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.6, 'e': 0.014264233908999259}",30,16,23.22923192785223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.6, 'e': 0.014122302410163965}",20,3,21.839703947537046,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.6, 'e': 0.013981783153338298}",20,0,33.744266085947096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.6, 'e': 0.013842662086479504}",20,0,23.639138400118227,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.6, 'e': 0.013704925297364948}",25,15,19.985494932756254,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.6, 'e': 0.013568559012200937}",25,15,20.47704802033933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.6, 'e': 0.013433549594245305}",30,20,16.2802166286727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.6, 'e': 0.01329988354244377}",30,16,28.01696008529973,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.6, 'e': 0.013167547490079754}",20,0,30.43701972707932,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.6, 'e': 0.01303652820343774}",20,8,21.95770867581116,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.6, 'e': 0.012906812580479866}",20,0,29.587323812335033,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.6, 'e': 0.012778387649535764}",20,11,18.211953734365125,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.6, 'e': 0.012651240568005309}",30,8,37.53041576532418,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.6, 'e': 0.012525358621074388}",20,10,18.460693355647795,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.6, 'e': 0.01240072922044341}",30,17,23.066102725564193,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.6, 'e': 0.01227733990306844}",20,0,27.8325588932349,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
441,False,"{'a': 0.6, 'e': 0.012155178329914938}",25,13,23.44574235690171,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.6, 'e': 0.012034232284723778}",25,18,15.920549541421998,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.6, 'e': 0.011914489672789649}",30,17,21.195479960579764,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.6, 'e': 0.011795938519751564}",20,16,5.0389153420423245,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.6, 'e': 0.011678566970395446}",20,6,22.88329515269426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.6, 'e': 0.01156236328746854}",20,0,29.23738309327382,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
447,False,"{'a': 0.6, 'e': 0.011447315850505714}",20,14,7.161614196871064,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.6, 'e': 0.01133341315466739}",25,11,24.768658362227754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.6, 'e': 0.011220643809589087}",20,9,21.835575113641266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.6, 'e': 0.01110899653824231}",25,0,36.715401992756256,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
451,False,"{'a': 0.6, 'e': 0.010998460175806885}",25,3,35.263452675389196,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.6, 'e': 0.010889023668554444}",30,18,22.635604921786165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.6, 'e': 0.010780676072743085}",20,0,37.29894002873387,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.6, 'e': 0.010673406553522929}",20,12,13.881983063206608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.6, 'e': 0.010567204383852658}",25,8,29.472093760855298,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.6, 'e': 0.010462058943426797}",20,0,29.824498875177476,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
457,False,"{'a': 0.6, 'e': 0.0103579597176137}",25,7,31.758548902941595,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.6, 'e': 0.010254896296404024}",25,4,35.69015164120292,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.6, 'e': 0.010152858373369766}",30,15,22.366461902700014,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.6, 'e': 0.010051835744633579}",20,6,20.339686030172565,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
